Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement
2020/9/22,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",747,TRUE
2020/9/22,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",747,TRUE
2020/9/22,17061,Dokhaven,91503,434572,3087EH,VR17,Rotterdam-Rijnmond,1,1544,TRUE
2020/9/22,17048,Goedereede,59100,427100,3252LV,VR17,Rotterdam-Rijnmond,1,1266,TRUE
2020/9/22,27009,Haaren,143700,399800,5076NA,VR21,Brabant-Noord,"0,2870421",402,TRUE
2020/9/22,27009,Haaren,143700,399800,5076NA,VR20,Midden- en West-Brabant,"0,7129579",402,TRUE
2020/9/22,27005,Hapert,144800,376500,5527JR,VR22,Brabant-Zuidoost,1,597,TRUE
2020/9/22,10036,Houten,137418,448864,3992LK,VR09,Utrecht,1,937,TRUE
2020/9/22,13041,Katwijk,90260,468690,2222AG,VR16,Hollands-Midden,1,442,TRUE
2020/9/22,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,122,TRUE
2020/9/22,29003,Land van Cuijk,190002,412063,5443PL,VR21,Brabant-Noord,1,208,TRUE
2020/9/22,13046,Leiden Noord,93905,465514,2318BZ,VR16,Hollands-Midden,1,911,TRUE
2020/9/22,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,2120,TRUE
2020/9/22,15004,Nieuwe Waterweg,70200,442700,3151XE,VR15,Haaglanden,"0,841309046",490,TRUE
2020/9/22,15004,Nieuwe Waterweg,70200,442700,3151XE,VR17,Rotterdam-Rijnmond,"0,158690954",490,TRUE
2020/9/22,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,1230,TRUE
2020/9/22,5023,Nijverdal,228913,487487,7443TB,VR04,IJsselland,"0,037550549",364,TRUE
2020/9/22,5023,Nijverdal,228913,487487,7443TB,VR05,Twente,"0,962449451",364,TRUE
2020/9/22,17066,Numansdorp,88269,415704,3281LT,VR18,Zuid-Holland-Zuid,1,463,TRUE
2020/9/22,29002,Oijen,161967,424820,5394LW,VR21,Brabant-Noord,1,555,TRUE
2020/9/22,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,376,TRUE
2020/9/22,17045,Oud-Beijerland,88992,427000,3261LK,VR18,Zuid-Holland-Zuid,1,2881,TRUE
2020/9/22,17056,Oude Tonge,71500,411300,3255LV,VR17,Rotterdam-Rijnmond,1,4069,TRUE
2020/9/22,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,186,TRUE
2020/9/22,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,892,TRUE
2020/9/22,5022,Rijssen,232872,481806,7461JH,VR05,Twente,1,480,TRUE
2020/9/22,27006,Soerendonk,169275,369189,6027RC,VR22,Brabant-Zuidoost,1,716,TRUE
2020/9/22,27010,Sint-Oedenrode,159021,396687,5492VB,VR21,Brabant-Noord,"0,29726163",245,TRUE
2020/9/22,27010,Sint-Oedenrode,159021,396687,5492VB,VR22,Brabant-Zuidoost,"0,70273837",245,TRUE
2020/9/22,17043,Strijen,98000,417700,3291TN,VR18,Zuid-Holland-Zuid,1,269,TRUE
2020/9/22,9025,Tiel,158131,436516,4004KG,VR08,Gelderland-Zuid,1,375,TRUE
2020/9/22,28006,Vinkel,159118,412520,5382JE,VR21,Brabant-Noord,1,860,TRUE
2020/9/22,14002,Woerden,118500,455400,3449HJ,VR16,Hollands-Midden,"0,110441357",9831,TRUE
2020/9/22,14002,Woerden,118500,455400,3449HJ,VR09,Utrecht,"0,889558643",9831,TRUE
2020/9/22,10001,Zeist,142900,455400,3704GS,VR09,Utrecht,1,1136,TRUE
2020/9/22,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,59,TRUE
2020/9/22,3014,Meppel,209500,525000,7942HZ,VR03,Drenthe,"0,724734678",82,TRUE
2020/9/22,3014,Meppel,209500,525000,7942HZ,VR04,IJsselland,"0,275265322",82,TRUE
2020/9/22,11013,Horstermeer,134412,474487,1394AH,VR14,Gooi en Vechtstreek,1,1943,TRUE
2020/9/23,7002,Aalten,236500,436700,7122LA,VR06,Noord- en Oost-Gelderland,1,216,TRUE
2020/9/23,5019,Almelo-Vissedijk,241021,487200,7602EM,VR05,Twente,1,181,TRUE
2020/9/23,11005,Amstelveen,121063,480600,1183TN,VR13,Amsterdam-Amstelland,1,849,TRUE
2020/9/23,12014,Beemster,123000,503600,1461GD,VR10,Noord-Holland-Noord,"0,064137151",971,TRUE
2020/9/23,12014,Beemster,123000,503600,1461GD,VR11,Zaanstreek-Waterland,"0,935862849",971,TRUE
2020/9/23,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",180,TRUE
2020/9/23,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",180,TRUE
2020/9/23,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",180,TRUE
2020/9/23,10034,Ronde Venen,120600,469400,3641SM,VR09,Utrecht,1,155,TRUE
2020/9/23,12019,Stolpen,111100,535800,1751DA,VR10,Noord-Holland-Noord,1,129,TRUE
2020/9/23,12023,Den Helder,115228,547921,1786PS,VR10,Noord-Holland-Noord,1,69,TRUE
2020/9/23,7018,Dinxperlo,229680,430250,7091HB,VR06,Noord- en Oost-Gelderland,1,142,TRUE
2020/9/23,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,334,TRUE
2020/9/23,12013,Geestmerambacht,111056,523200,1749CL,VR10,Noord-Holland-Noord,1,473,TRUE
2020/9/23,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,192,TRUE
2020/9/23,7023,Haarlo,237600,459600,7273PT,VR06,Noord- en Oost-Gelderland,1,391,TRUE
2020/9/23,4022,Holten,225030,473360,7451NG,VR04,IJsselland,"0,265811389",1026,TRUE
2020/9/23,4022,Holten,225030,473360,7451NG,VR05,Twente,"0,734188611",1026,TRUE
2020/9/23,12016,Katwoude,130800,499500,1145PW,VR11,Zaanstreek-Waterland,1,386,TRUE
2020/9/23,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,225,TRUE
2020/9/23,7015,Lichtenvoorde,235700,446200,7131RB,VR06,Noord- en Oost-Gelderland,1,386,TRUE
2020/9/23,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,802,TRUE
2020/9/23,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,372,TRUE
2020/9/23,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,0,TRUE
2020/9/23,7020,Nieuwgraaf,197283,442850,6921RG,VR07,Gelderland-Midden,"0,908482385",372,TRUE
2020/9/23,7020,Nieuwgraaf,197283,442850,6921RG,VR06,Noord- en Oost-Gelderland,"0,091517615",372,TRUE
2020/9/23,7021,Olburgen,207000,451200,7225NB,VR07,Gelderland-Midden,"0,618727776",1405,TRUE
2020/9/23,7021,Olburgen,207000,451200,7225NB,VR06,Noord- en Oost-Gelderland,"0,381272224",1405,TRUE
2020/9/23,12026,Oosthuizen,128400,510300,1474HM,VR11,Zaanstreek-Waterland,1,723,TRUE
2020/9/23,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,0,TRUE
2020/9/23,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,0,TRUE
2020/9/23,7014,Ruurlo,227110,456214,7261MH,VR06,Noord- en Oost-Gelderland,1,975,TRUE
2020/9/23,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,16,TRUE
2020/9/23,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",32,TRUE
2020/9/23,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",32,TRUE
2020/9/23,11006,Uithoorn,117073,472559,1422AJ,VR13,Amsterdam-Amstelland,1,710,TRUE
2020/9/23,7017,Varsseveld,228600,441200,7051GH,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020/9/23,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,194,TRUE
2020/9/23,12021,Wervershoof,137975,527101,1693HC,VR10,Noord-Holland-Noord,1,352,TRUE
2020/9/23,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,74,TRUE
2020/9/23,12025,Wieringermeer,130400,538700,1775SB,VR10,Noord-Holland-Noord,1,444,TRUE
2020/9/23,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,0,TRUE
2020/9/23,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,37,TRUE
2020/9/23,12010,Zaandam-Oost,119024,493720,1504NX,VR11,Zaanstreek-Waterland,1,1238,TRUE
2020/9/23,7019,Zutphen,210116,463825,7202CM,VR06,Noord- en Oost-Gelderland,1,292,TRUE
2020/9/23,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",382,TRUE
2020/9/23,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",382,TRUE
2020/9/23,17016,Alblasserdam,105800,429300,2952AT,VR18,Zuid-Holland-Zuid,1,999,TRUE
2020/9/23,8023,Brummen,209700,456400,6971JE,VR06,Noord- en Oost-Gelderland,1,465,TRUE
2020/9/23,10012,De Meern,128630,455740,3454HE,VR09,Utrecht,1,185,TRUE
2020/9/23,4028,Dedemsvaart,228600,514200,7701PG,VR04,IJsselland,1,186,TRUE
2020/9/23,17074,Den Bommel,77500,415800,3258LZ,VR17,Rotterdam-Rijnmond,1,56,TRUE
2020/9/23,5025,Den Ham,228453,497777,7683PC,VR05,Twente,1,42,TRUE
2020/9/23,5011,Denekamp,267103,489800,7591NK,VR05,Twente,1,33,TRUE
2020/9/23,27008,'s Hertogenbosch,147831,414700,5221CD,VR21,Brabant-Noord,1,148,TRUE
2020/9/23,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,299,TRUE
2020/9/23,3030,Eelde,236400,572000,9761TD,VR03,Drenthe,1,491,TRUE
2020/9/23,17065,Groot-Ammers,118611,438691,2964AM,VR16,Hollands-Midden,"0,373528879",80,TRUE
2020/9/23,17065,Groot-Ammers,118611,438691,2964AM,VR09,Utrecht,"0,135795763",80,TRUE
2020/9/23,17065,Groot-Ammers,118611,438691,2964AM,VR18,Zuid-Holland-Zuid,"0,490675358",80,TRUE
2020/9/23,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",82,TRUE
2020/9/23,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",82,TRUE
2020/9/23,9040,Haaften,143762,426073,4175LN,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/23,17067,Haastrecht,113600,446200,2851AW,VR16,Hollands-Midden,1,122,TRUE
2020/9/23,4024,Hardenberg,237908,506639,7691PZ,VR04,IJsselland,1,334,TRUE
2020/9/23,17026,Hardinxveld-Giessendam,117200,426100,3371EN,VR18,Zuid-Holland-Zuid,1,70,TRUE
2020/9/23,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,113,TRUE
2020/9/23,10038,Lopik,125557,442432,3411ML,VR16,Hollands-Midden,1,409,TRUE
2020/9/23,10024,Montfoort,124219,450515,3417XK,VR09,Utrecht,1,368,TRUE
2020/9/23,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,38,TRUE
2020/9/23,4016,Ommen,224213,504747,7731RJ,VR04,IJsselland,1,315,TRUE
2020/9/23,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,119,TRUE
2020/9/23,5018,Ootmarsum,259958,492709,7637PG,VR05,Twente,1,47,TRUE
2020/9/23,10032,Oudewater,118424,448016,3421GK,VR09,Utrecht,1,147,TRUE
2020/9/23,17013,Papendrecht,107800,426600,3354AW,VR18,Zuid-Holland-Zuid,1,182,TRUE
2020/9/23,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,95,TRUE
2020/9/23,17052,Sliedrecht,114500,427000,3364BC,VR18,Zuid-Holland-Zuid,1,847,TRUE
2020/9/23,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,0,TRUE
2020/9/23,1011,Uithuizermeeden,244865,603300,9982EM,VR01,Groningen,1,0,TRUE
2020/9/23,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,219,TRUE
2020/9/23,5014,Vroomshoop,235110,496095,7681KB,VR05,Twente,1,0,TRUE
2020/9/23,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,383,TRUE
2020/9/23,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,279,TRUE
2020/9/23,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",398,TRUE
2020/9/23,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",398,TRUE
2020/9/24,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,113,TRUE
2020/9/24,1030,Winsum,229349,594707,9951TG,VR01,Groningen,1,914,TRUE
2020/9/24,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,1911,TRUE
2020/9/24,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,454,TRUE
2020/9/24,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,331,TRUE
2020/9/24,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,0,TRUE
2020/9/24,10031,Breukelen,128100,464100,3621MX,VR09,Utrecht,1,518,TRUE
2020/9/24,9019,Culemborg,144653,439000,4103ND,VR08,Gelderland-Zuid,1,563,TRUE
2020/9/24,8009,Elburg,185364,496800,8081HH,VR06,Noord- en Oost-Gelderland,1,179,TRUE
2020/9/24,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,207,TRUE
2020/9/24,12012,Everstekoog,114000,565700,1796MD,VR10,Noord-Holland-Noord,1,289,TRUE
2020/9/24,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,507656316",175,TRUE
2020/9/24,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,492343684",175,TRUE
2020/9/24,9012,Geldermalsen,147300,433177,4191LA,VR08,Gelderland-Zuid,1,165,TRUE
2020/9/24,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,728,TRUE
2020/9/24,8026,Hattem,199400,499900,8051KE,VR06,Noord- en Oost-Gelderland,1,675,TRUE
2020/9/24,1026,Hoogezand,247700,576900,9611CE,VR01,Groningen,1,255,TRUE
2020/9/24,17063,Leerdam,134400,433600,4142EG,VR09,Utrecht,1,382,TRUE
2020/9/24,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,832,TRUE
2020/9/24,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,7,TRUE
2020/9/24,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",360,TRUE
2020/9/24,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",360,TRUE
2020/9/24,1038,Scheve Klap,260935,587450,9944VB,VR01,Groningen,1,0,TRUE
2020/9/24,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,69,TRUE
2020/9/24,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,0,TRUE
2020/9/24,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,586,TRUE
2020/9/24,8011,Harderwijk,171615,485571,3846AV,VR07,Gelderland-Midden,"0,088236664",146,TRUE
2020/9/24,8011,Harderwijk,171615,485571,3846AV,VR06,Noord- en Oost-Gelderland,"0,911763336",146,TRUE
2020/9/24,8025,Terwolde,205300,475000,7396NB,VR06,Noord- en Oost-Gelderland,1,136,TRUE
2020/9/24,24002,Kloosterzande,60106,377203,4587LH,VR19,Zeeland,1,84,TRUE
2020/9/24,5001,Haaksbergen,245841,466255,7482RD,VR05,Twente,1,1183,TRUE
2020/9/24,5015,Losser,266098,475953,7581PB,VR05,Twente,1,718,TRUE
2020/9/24,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,83,TRUE
2020/9/24,5003,Glanerbrug,263739,471249,7532AV,VR05,Twente,1,1278,TRUE
2020/9/24,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,514,TRUE
2020/9/24,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,197,TRUE
2020/9/23,9029,Aalst,137031,423217,5305TJ,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/24,28002,Asten,179800,378200,5725TB,VR22,Brabant-Zuidoost,1,470,TRUE
2020/9/23,9031,Beesd,140030,434280,4153BT,VR08,Gelderland-Zuid,1,300,TRUE
2020/9/25,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,29,TRUE
2020/9/25,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",0,TRUE
2020/9/25,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",0,TRUE
2020/9/25,4025,Dalfsen,212700,502900,7722PA,VR04,IJsselland,1,102,TRUE
2020/9/25,18009,De Verseput,50242,411049,4321TD,VR19,Zeeland,1,0,TRUE
2020/9/23,1044,Delfzijl,259300,592300,9936HJ,VR01,Groningen,1,106,TRUE
2020/9/26,4019,Deventer,205851,476223,7414KA,VR04,IJsselland,1,180,TRUE
2020/9/27,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,98,TRUE
2020/9/27,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,60,TRUE
2020/9/27,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,0,TRUE
2020/9/24,5016,Goor,235990,473869,7471ET,VR05,Twente,1,206,TRUE
2020/9/24,8016,Heerde,200384,489472,8181VK,VR06,Noord- en Oost-Gelderland,1,13,TRUE
2020/9/24,24001,Hulst,63500,366400,4567PJ,VR19,Zeeland,1,42,TRUE
2020/9/26,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,0,TRUE
2020/9/25,3014,Meppel,209500,525000,7942HZ,VR03,Drenthe,"0,724734678",105,TRUE
2020/9/25,3014,Meppel,209500,525000,7942HZ,VR04,IJsselland,"0,275265322",105,TRUE
2020/9/25,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,35,TRUE
2020/9/24,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,0,TRUE
2020/9/24,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,63,TRUE
2020/9/23,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,34,TRUE
2020/9/24,1010,Ter Apel,270200,544900,9561AL,VR01,Groningen,1,45,TRUE
2020/9/23,5005,Tubbergen,248825,492193,7651LR,VR05,Twente,1,1716,TRUE
2020/9/23,12024,Ursem,121191,516517,1645RJ,VR10,Noord-Holland-Noord,1,329,TRUE
2020/9/23,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,317,TRUE
2020/9/24,4017,Vollenhove,192970,520574,8325PP,VR04,IJsselland,1,0,TRUE
2020/9/23,7006,Wehl,211600,442600,7031EB,VR06,Noord- en Oost-Gelderland,1,342,TRUE
2020/9/22,9041,Zaltbommel,146704,425192,5301KN,VR08,Gelderland-Zuid,1,320,TRUE
2020/9/27,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,81,TRUE
2020/9/25,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",92,TRUE
2020/9/25,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",92,TRUE
2020/9/25,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,354,TRUE
2020/9/27,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,545,TRUE
2020/9/27,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,228,TRUE
2020/9/25,4018,Heino,210430,495113,8141NS,VR04,IJsselland,1,293,TRUE
2020/9/25,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,0,TRUE
2020/9/26,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",225,TRUE
2020/9/26,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",225,TRUE
2020/9/25,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,34,TRUE
2020/9/25,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,141,TRUE
2020/9/27,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,125,TRUE
2020/9/25,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,776,TRUE
2020/9/27,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,167,TRUE
2020/9/27,1045,Veendam,256430,569700,9644XW,VR01,Groningen,1,0,TRUE
2020/9/25,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,49,TRUE
2020/9/25,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,24,TRUE
2020/9/26,4026,Zwolle,199604,502805,8042PK,VR04,IJsselland,1,257,TRUE
2020/9/27,17004,Ammerstol,115000,438100,2865AG,VR16,Hollands-Midden,1,294,TRUE
2020/9/25,28002,Asten,179800,378200,5725TB,VR22,Brabant-Zuidoost,1,229,TRUE
2020/9/27,9031,Beesd,140030,434280,4153BT,VR08,Gelderland-Zuid,1,373,TRUE
2020/9/27,17002,Bergambacht,113800,439300,2861CD,VR16,Hollands-Midden,1,209,TRUE
2020/9/27,17068,Berkenwoude,108000,438000,2825AB,VR16,Hollands-Midden,1,303,TRUE
2020/9/27,27004,Boxtel,150900,402200,5283SC,VR21,Brabant-Noord,1,85,TRUE
2020/9/25,10031,Breukelen,128100,464100,3621MX,VR09,Utrecht,1,338,TRUE
2020/9/27,9019,Culemborg,144653,439000,4103ND,VR08,Gelderland-Zuid,1,723,TRUE
2020/9/27,17053,De Groote Zaag,100600,434600,2931LD,VR16,Hollands-Midden,"0,405761818",657,TRUE
2020/9/27,17053,De Groote Zaag,100600,434600,2931LD,VR17,Rotterdam-Rijnmond,"0,594238182",657,TRUE
2020/9/25,9026,Dodewaard,172000,436900,6669CX,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/26,17044,Dordrecht,110155,425519,3313LA,VR18,Zuid-Holland-Zuid,1,280,TRUE
2020/9/26,9034,Eck En Wiel,159565,442798,4024BV,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/27,9012,Geldermalsen,147300,433177,4191LA,VR08,Gelderland-Zuid,1,209,TRUE
2020/9/26,17065,Groot-Ammers,118611,438691,2964AM,VR16,Hollands-Midden,"0,373528879",204,TRUE
2020/9/26,17065,Groot-Ammers,118611,438691,2964AM,VR09,Utrecht,"0,135795763",204,TRUE
2020/9/26,17065,Groot-Ammers,118611,438691,2964AM,VR18,Zuid-Holland-Zuid,"0,490675358",204,TRUE
2020/9/25,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,404,TRUE
2020/9/25,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",287,TRUE
2020/9/25,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",287,TRUE
2020/9/26,13039,Gouda,108721,446220,2808ND,VR16,Hollands-Midden,1,794,TRUE
2020/9/27,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,780,TRUE
2020/9/26,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,832,TRUE
2020/9/27,17067,Haastrecht,113600,446200,2851AW,VR16,Hollands-Midden,1,30,TRUE
2020/9/27,13004,Heemstede,103942,484268,2102LS,VR12,Kennemerland,1,447,TRUE
2020/9/27,17062,Heenvliet,76600,431700,3218LE,VR17,Rotterdam-Rijnmond,1,92,TRUE
2020/9/26,14003,Leidsche Rijn,131118,458344,3543AH,VR09,Utrecht,1,897,TRUE
2020/9/27,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",231,TRUE
2020/9/27,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",231,TRUE
2020/9/26,9043,Lienden,165015,440964,4033CS,VR08,Gelderland-Zuid,1,402,TRUE
2020/9/27,13034,Lisse,98792,473411,2162CN,VR16,Hollands-Midden,1,334,TRUE
2020/9/25,9042,Millingen aan de Rijn,198791,430874,6579JC,VR08,Gelderland-Zuid,1,246,TRUE
2020/9/28,15004,Nieuwe Waterweg,70200,442700,3151XE,VR15,Haaglanden,"0,841309046",248,TRUE
2020/9/28,15004,Nieuwe Waterweg,70200,442700,3151XE,VR17,Rotterdam-Rijnmond,"0,158690954",248,TRUE
2020/9/28,22013,Breskens,29600,378900,4511PR,VR19,Zeeland,1,0,TRUE
2020/9/28,18009,De Verseput,50242,411049,4321TD,VR19,Zeeland,1,130,TRUE
2020/9/26,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,417,TRUE
2020/9/28,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",2227,TRUE
2020/9/28,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",2227,TRUE
2020/9/28,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",2227,TRUE
2020/9/26,10028,Nieuwegein,133256,446219,3401RZ,VR09,Utrecht,1,167,TRUE
2020/9/27,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,834,TRUE
2020/9/27,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,0,TRUE
2020/9/28,22012,Oostburg,23604,373884,4501PK,VR19,Zeeland,1,0,TRUE
2020/9/27,17040,Oostvoorne,67633,437263,3233LT,VR17,Rotterdam-Rijnmond,1,261,TRUE
2020/9/28,22008,Retranchement,15236,376894,4525ND,VR19,Zeeland,1,0,TRUE
2020/9/27,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,1122,TRUE
2020/9/27,17070,Hoogvliet,82529,432268,3193KA,VR17,Rotterdam-Rijnmond,1,768,TRUE
2020/9/27,17057,Rozenburg,75200,437200,3181LK,VR17,Rotterdam-Rijnmond,1,648,TRUE
2020/9/27,17077,Spijkenisse,84500,428600,3207LD,VR17,Rotterdam-Rijnmond,1,404,TRUE
2020/9/27,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,1197,TRUE
2020/9/28,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,0,TRUE
2020/9/27,9025,Tiel,158131,436516,4004KG,VR08,Gelderland-Zuid,1,207,TRUE
2020/9/27,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,543,TRUE
2020/9/25,9015,Valburg,182136,435694,6675BM,VR07,Gelderland-Midden,1,352,TRUE
2020/9/26,13003,Velsen,105573,497099,1981LE,VR12,Kennemerland,1,328,TRUE
2020/9/26,17029,Vianen,135182,445641,4131KA,VR09,Utrecht,1,318,TRUE
2020/9/28,20009,Waarde,62300,383000,4414RH,VR19,Zeeland,1,64,TRUE
2020/9/27,9041,Zaltbommel,146704,425192,5301KN,VR08,Gelderland-Zuid,1,311,TRUE
2020/9/25,9032,Zetten,177316,438939,6668AA,VR07,Gelderland-Midden,1,358,TRUE
2020/9/26,13044,Zwaanshoek,101777,479776,2136LR,VR13,Amsterdam-Amstelland,"0,167393501",1145,TRUE
